Trial ID,Warning Message
IRCT20241124063822N2,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20241124063822N2,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20241124063822N2,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20230801058996N9,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20230801058996N9,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20241203063929N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20241203063929N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20241203063929N1,Warning: The container &lt;secondary_outcome&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20241203063929N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20241206063960N1,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20241206063960N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20241206063960N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20241206063960N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20090203001637N14,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20090203001637N14,Warning: The container &lt;secondary_outcome&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20090203001637N14,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20190303042900N5,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20190303042900N5,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20190303042900N5,Warning: The container &lt;secondary_outcome&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20190303042900N5,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20231004059615N3,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20231004059615N3,Warning: The container &lt;health_condition_code&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20231004059615N3,Warning: The container &lt;health_condition_keyword&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20231004059615N3,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250202064609N1,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20250202064609N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20250202064609N1,Warning: The container &lt;health_condition_code&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250202064609N1,Warning: The container &lt;health_condition_keyword&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250202064609N1,Warning: The container &lt;secondary_outcome&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250202064609N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250129064567N1,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20250129064567N1,Warning: The container &lt;health_condition_code&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250129064567N1,Warning: The container &lt;health_condition_keyword&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250129064567N1,Warning: The container &lt;secondary_outcome&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250129064567N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250213064717N1,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20250213064717N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20241113063700N1,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20241113063700N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20241113063700N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20241113063700N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250309065000N1,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20250309065000N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20250309065000N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20250309065000N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20150303021315N36,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20150303021315N36,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250107064304N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20250107064304N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20250107064304N1,Warning: The container &lt;health_condition_code&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250107064304N1,Warning: The container &lt;health_condition_keyword&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250107064304N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250314065071N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20250314065071N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20250314065071N1,Warning: The container &lt;secondary_outcome&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250314065071N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250418065376N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20250418065376N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20250418065376N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250422065440N1,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20250422065440N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20250422065440N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20250422065440N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250421065432N1,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20250421065432N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250423065452N1,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20250423065452N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20250423065452N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20250423065452N1,Warning: The container &lt;health_condition_code&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250423065452N1,Warning: The container &lt;health_condition_keyword&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250423065452N1,Warning: The container &lt;secondary_outcome&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250423065452N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250430065541N1,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20250430065541N1,Warning: The container &lt;secondary_outcome&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250430065541N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250509065668N1,Warning: The container &lt;secondary_outcome&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250509065668N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20220421054607N2,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20220421054607N2,Warning: The container &lt;health_condition_code&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20220421054607N2,Warning: The container &lt;health_condition_keyword&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20220421054607N2,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20160822029472N3,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20160822029472N3,Warning: The container &lt;secondary_outcome&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20160822029472N3,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250519065801N1,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20250519065801N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20250519065801N1,Warning: The container &lt;secondary_outcome&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250519065801N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20100102002963N41,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20100102002963N41,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20100102002963N41,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20100102002963N41,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20240609062053N1,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20240609062053N1,Warning: The container &lt;health_condition_code&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20240609062053N1,Warning: The container &lt;health_condition_keyword&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20240609062053N1,Warning: The container &lt;secondary_outcome&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20240609062053N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20101012004920N14,Warning: The container &lt;health_condition_code&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20101012004920N14,Warning: The container &lt;health_condition_keyword&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20101012004920N14,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250527065927N1,Warning: The &lt;results_IPD_description&gt; tag exceeded the allowed limit. It will be truncated at 1997 characters...
IRCT20250527065927N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250528065947N1,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20250528065947N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20250528065947N1,Warning: The container &lt;health_condition_code&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250528065947N1,Warning: The container &lt;health_condition_keyword&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250528065947N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250606066092N1,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20250606066092N1,Warning: The container &lt;health_condition_code&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250606066092N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20231212060345N2,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20231212060345N2,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20231212060345N2,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20231212060345N2,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20160110025937N9,Warning: The &lt;results_IPD_description&gt; tag exceeded the allowed limit. It will be truncated at 1997 characters...
IRCT20160110025937N9,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20160110025937N9,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20160110025937N9,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20160110025937N9,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250616066204N1,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20250616066204N1,Warning: The container &lt;secondary_outcome&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250616066204N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20130313012810N87,Warning: The container &lt;health_condition_code&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20130313012810N87,Warning: The container &lt;health_condition_keyword&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20130313012810N87,Warning: The container &lt;secondary_outcome&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20130313012810N87,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250613066190N1,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20250613066190N1,Warning: The &lt;i_keyword&gt; tag exceeded the allowed limit. It will be truncated at 497 characters...
IRCT20250613066190N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20240812062726N2,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20240812062726N2,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
IRCT20250606066088N1,Warning: The &lt;study_design&gt; tag exceeded the allowed limit. It will be truncated at 997 characters...
IRCT20250606066088N1,Warning: The container &lt;secondary_sponsor&gt; or its subtag was empty. Automatically filled with standard structure '-' to comply with the schema sequence.
